date,master_category,target_daily_category_amount,transaction_count,avg_transaction_amount,day_of_week,day_of_month,month,year,week_of_year,year_month,is_weekend,is_payday,is_month_start,is_month_end,days_until_month_end,amount_lag_1,amount_lag_7,rolling_mean_7,rolling_sum_7,rolling_mean_14,rolling_sum_30,month_to_date_amount_before_today,daily_total_amount
2025-05-21,Jajan & Nongkrong,5000.0,1.0,5000.0,2,21,5,2025,21,2025-05,0,0,0,0,10,0.0,0.0,2142.8571428571427,15000.0,5507.142857142857,142100.0,107100.0,90500.0
2025-05-22,Jajan & Nongkrong,5000.0,1.0,5000.0,3,22,5,2025,21,2025-05,0,0,0,0,9,5000.0,0.0,2857.1428571428573,20000.0,5864.285714285715,142100.0,112100.0,129500.0
2025-05-23,Jajan & Nongkrong,5000.0,1.0,5000.0,4,23,5,2025,21,2025-05,0,0,0,0,8,5000.0,5000.0,3571.4285714285716,25000.0,5864.285714285715,147100.0,117100.0,90500.0
2025-05-24,Jajan & Nongkrong,21000.0,2.0,10500.0,5,24,5,2025,21,2025-05,1,0,0,0,7,5000.0,5000.0,3571.4285714285716,25000.0,4164.285714285715,147100.0,122100.0,106500.0
2025-05-25,Jajan & Nongkrong,5000.0,1.0,5000.0,6,25,5,2025,21,2025-05,1,0,0,0,6,21000.0,0.0,5857.142857142857,41000.0,5307.142857142857,163100.0,143100.0,90500.0
2025-05-26,Jajan & Nongkrong,5000.0,1.0,5000.0,0,26,5,2025,22,2025-05,0,0,0,0,5,5000.0,5000.0,6571.428571428572,46000.0,5307.142857142857,163100.0,148100.0,90500.0
2025-05-27,Jajan & Nongkrong,0.0,0.0,0.0,1,27,5,2025,22,2025-05,0,0,0,0,4,5000.0,0.0,6571.428571428572,46000.0,5307.142857142857,163100.0,153100.0,85500.0
2025-05-28,Jajan & Nongkrong,5000.0,1.0,5000.0,2,28,5,2025,22,2025-05,0,0,0,0,3,0.0,5000.0,6571.428571428572,46000.0,4357.142857142857,163100.0,153100.0,90500.0
2025-05-29,Jajan & Nongkrong,0.0,0.0,0.0,3,29,5,2025,22,2025-05,0,0,0,0,2,5000.0,5000.0,6571.428571428572,46000.0,4714.285714285715,163100.0,158100.0,85500.0
2025-05-30,Jajan & Nongkrong,5000.0,1.0,5000.0,4,30,5,2025,22,2025-05,0,0,0,0,1,0.0,5000.0,5857.142857142857,41000.0,4714.285714285715,163100.0,158100.0,90500.0
2025-05-31,Jajan & Nongkrong,5000.0,1.0,5000.0,5,31,5,2025,22,2025-05,1,0,0,1,0,5000.0,21000.0,5857.142857142857,41000.0,4714.285714285715,163100.0,163100.0,90500.0
2025-06-01,Jajan & Nongkrong,5000.0,1.0,5000.0,6,1,6,2025,22,2025-06,1,1,1,0,29,5000.0,5000.0,3571.4285714285716,25000.0,4714.285714285715,163100.0,0.0,2069628.0
2025-06-02,Jajan & Nongkrong,5000.0,1.0,5000.0,0,2,6,2025,23,2025-06,0,1,0,0,28,5000.0,5000.0,3571.4285714285716,25000.0,5071.428571428572,163100.0,5000.0,90500.0
2025-06-03,Jajan & Nongkrong,5000.0,1.0,5000.0,1,3,6,2025,23,2025-06,0,1,0,0,27,5000.0,0.0,3571.4285714285716,25000.0,5071.428571428572,163100.0,10000.0,105400.0
2025-06-04,Jajan & Nongkrong,19000.0,2.0,9500.0,2,4,6,2025,23,2025-06,0,0,0,0,26,5000.0,5000.0,4285.714285714285,30000.0,5428.571428571428,163100.0,15000.0,104500.0
2025-06-05,Jajan & Nongkrong,24300.0,2.0,12150.0,3,5,6,2025,23,2025-06,0,0,0,0,25,19000.0,0.0,6285.714285714285,44000.0,6428.571428571428,177100.0,34000.0,109800.0
2025-06-06,Jajan & Nongkrong,5000.0,1.0,5000.0,4,6,6,2025,23,2025-06,0,0,0,0,24,24300.0,5000.0,9757.142857142857,68300.0,7807.142857142857,196400.0,58300.0,97500.0
2025-06-07,Jajan & Nongkrong,5000.0,1.0,5000.0,5,7,6,2025,23,2025-06,1,0,0,0,23,5000.0,5000.0,9757.142857142857,68300.0,7807.142857142857,201400.0,63300.0,107300.0
2025-06-08,Jajan & Nongkrong,5000.0,1.0,5000.0,6,8,6,2025,23,2025-06,1,0,0,0,22,5000.0,5000.0,9757.142857142857,68300.0,6664.285714285715,201400.0,68300.0,112200.0
2025-06-09,Jajan & Nongkrong,12500.0,2.0,6250.0,0,9,6,2025,24,2025-06,0,0,0,0,21,5000.0,5000.0,9757.142857142857,68300.0,6664.285714285715,177600.0,73300.0,114800.0
2025-06-10,Jajan & Nongkrong,5000.0,1.0,5000.0,1,10,6,2025,24,2025-06,0,0,0,0,20,12500.0,5000.0,10828.57142857143,75800.0,7200.0,185100.0,85800.0,178400.0
2025-06-11,Jajan & Nongkrong,5000.0,1.0,5000.0,2,11,6,2025,24,2025-06,0,0,0,0,19,5000.0,19000.0,10828.57142857143,75800.0,7557.142857142857,185100.0,90800.0,106000.0
2025-06-12,Jajan & Nongkrong,5000.0,1.0,5000.0,3,12,6,2025,24,2025-06,0,0,0,0,18,5000.0,24300.0,8828.57142857143,61800.0,7557.142857142857,185100.0,95800.0,90500.0
2025-06-13,Jajan & Nongkrong,5000.0,1.0,5000.0,4,13,6,2025,24,2025-06,0,0,0,0,17,5000.0,5000.0,6071.428571428572,42500.0,7914.285714285715,176800.0,100800.0,90500.0
2025-06-14,Jajan & Nongkrong,9400.0,2.0,4700.0,5,14,6,2025,24,2025-06,1,0,0,0,16,5000.0,5000.0,6071.428571428572,42500.0,7914.285714285715,181800.0,105800.0,103800.0
2025-06-15,Jajan & Nongkrong,5000.0,1.0,5000.0,6,15,6,2025,24,2025-06,1,0,0,0,15,9400.0,5000.0,6700.0,46900.0,8228.57142857143,191200.0,115200.0,156900.0
2025-06-16,Jajan & Nongkrong,35000.0,1.0,35000.0,0,16,6,2025,25,2025-06,0,0,0,0,14,5000.0,12500.0,6700.0,46900.0,8228.57142857143,191200.0,120200.0,151200.0
2025-06-17,Jajan & Nongkrong,5000.0,1.0,5000.0,1,17,6,2025,25,2025-06,0,0,0,0,13,35000.0,5000.0,9914.285714285714,69400.0,10371.42857142857,221200.0,155200.0,112200.0
2025-06-18,Jajan & Nongkrong,5000.0,1.0,5000.0,2,18,6,2025,25,2025-06,0,0,0,0,12,5000.0,5000.0,9914.285714285714,69400.0,10371.42857142857,226200.0,160200.0,90500.0
2025-06-19,Jajan & Nongkrong,25000.0,2.0,12500.0,3,19,6,2025,25,2025-06,0,0,0,0,11,5000.0,5000.0,9914.285714285714,69400.0,9371.42857142857,226200.0,165200.0,110500.0
2025-06-20,Jajan & Nongkrong,5000.0,1.0,5000.0,4,20,6,2025,25,2025-06,0,0,0,0,10,25000.0,5000.0,12771.42857142857,89400.0,9421.42857142857,251200.0,190200.0,183200.0
2025-06-21,Jajan & Nongkrong,5000.0,1.0,5000.0,5,21,6,2025,25,2025-06,1,0,0,0,9,5000.0,9400.0,12771.42857142857,89400.0,9421.42857142857,251200.0,195200.0,90500.0
2025-06-22,Jajan & Nongkrong,0.0,0.0,0.0,6,22,6,2025,25,2025-06,1,0,0,0,8,5000.0,5000.0,12142.857142857143,85000.0,9421.42857142857,251200.0,200200.0,155300.0
2025-06-23,Jajan & Nongkrong,0.0,0.0,0.0,0,23,6,2025,26,2025-06,0,0,0,0,7,0.0,35000.0,11428.57142857143,80000.0,9064.285714285714,246200.0,200200.0,130000.0
2025-06-24,Jajan & Nongkrong,5000.0,1.0,5000.0,1,24,6,2025,26,2025-06,0,0,0,0,6,0.0,5000.0,6428.571428571428,45000.0,8171.428571428572,225200.0,200200.0,106400.0
2025-06-25,Jajan & Nongkrong,5000.0,1.0,5000.0,2,25,6,2025,26,2025-06,0,0,0,0,5,5000.0,5000.0,6428.571428571428,45000.0,8171.428571428572,225200.0,205200.0,118300.0
2025-06-26,Jajan & Nongkrong,5000.0,1.0,5000.0,3,26,6,2025,26,2025-06,0,0,0,0,4,5000.0,25000.0,6428.571428571428,45000.0,8171.428571428572,225200.0,210200.0,90500.0
2025-06-27,Jajan & Nongkrong,5000.0,1.0,5000.0,4,27,6,2025,26,2025-06,0,0,0,0,3,5000.0,5000.0,3571.4285714285716,25000.0,8171.428571428572,230200.0,215200.0,90500.0
2025-06-28,Jajan & Nongkrong,5000.0,1.0,5000.0,5,28,6,2025,26,2025-06,1,0,0,0,2,5000.0,5000.0,3571.4285714285716,25000.0,8171.428571428572,230200.0,220200.0,106400.0
2025-06-29,Jajan & Nongkrong,0.0,0.0,0.0,6,29,6,2025,26,2025-06,1,0,0,0,1,5000.0,0.0,3571.4285714285716,25000.0,7857.142857142857,235200.0,225200.0,146300.0
2025-01-01,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,1,1,2025,1,2025-01,0,1,1,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049428.0
2025-01-02,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,2,1,2025,1,2025-01,0,1,0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218500.0
2025-01-03,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,3,1,2025,1,2025-01,0,1,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90500.0
2025-01-04,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,4,1,2025,1,2025-01,1,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189400.0
2025-01-05,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,5,1,2025,1,2025-01,1,0,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174500.0
2025-01-06,Kebutuhan Rumah & Mandi,6500.0,1.0,6500.0,0,6,1,2025,2,2025-01,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118000.0
2025-01-07,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,7,1,2025,2,2025-01,0,0,0,0,24,6500.0,0.0,1083.3333333333333,6500.0,1083.3333333333333,6500.0,6500.0,107500.0
2025-01-08,Kebutuhan Rumah & Mandi,23500.0,1.0,23500.0,2,8,1,2025,2,2025-01,0,0,0,0,23,0.0,0.0,928.5714285714286,6500.0,928.5714285714286,6500.0,6500.0,126900.0
2025-01-09,Kebutuhan Rumah & Mandi,27900.0,1.0,27900.0,3,9,1,2025,2,2025-01,0,0,0,0,22,23500.0,0.0,4285.714285714285,30000.0,3750.0,30000.0,30000.0,118400.0
2025-01-10,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,10,1,2025,2,2025-01,0,0,0,0,21,27900.0,0.0,8271.42857142857,57900.0,6433.333333333333,57900.0,57900.0,97200.0
2025-01-11,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,11,1,2025,2,2025-01,1,0,0,0,20,0.0,0.0,8271.42857142857,57900.0,5790.0,57900.0,57900.0,141000.0
2025-01-12,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,12,1,2025,2,2025-01,1,0,0,0,19,0.0,0.0,8271.42857142857,57900.0,5263.636363636364,57900.0,57900.0,116200.0
2025-01-13,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,13,1,2025,3,2025-01,0,0,0,0,18,0.0,6500.0,8271.42857142857,57900.0,4825.0,57900.0,57900.0,205500.0
2025-01-14,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,14,1,2025,3,2025-01,0,0,0,0,17,0.0,0.0,7342.857142857143,51400.0,4453.846153846154,57900.0,57900.0,90500.0
2025-01-15,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,15,1,2025,3,2025-01,0,0,0,0,16,0.0,23500.0,7342.857142857143,51400.0,4135.714285714285,57900.0,57900.0,85500.0
2025-01-16,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,16,1,2025,3,2025-01,0,0,0,0,15,0.0,27900.0,3985.714285714286,27900.0,4135.714285714285,57900.0,57900.0,107600.0
2025-01-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,17,1,2025,3,2025-01,0,0,0,0,14,0.0,0.0,0.0,0.0,4135.714285714285,57900.0,57900.0,90500.0
2025-01-18,Kebutuhan Rumah & Mandi,13900.0,1.0,13900.0,5,18,1,2025,3,2025-01,1,0,0,0,13,0.0,0.0,0.0,0.0,4135.714285714285,57900.0,57900.0,104400.0
2025-01-19,Kebutuhan Rumah & Mandi,45900.0,1.0,45900.0,6,19,1,2025,3,2025-01,1,0,0,0,12,13900.0,0.0,1985.7142857142858,13900.0,5128.571428571428,71800.0,71800.0,157400.0
2025-01-20,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,20,1,2025,4,2025-01,0,0,0,0,11,45900.0,0.0,8542.857142857143,59800.0,8407.142857142857,117700.0,117700.0,115600.0
2025-01-21,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,21,1,2025,4,2025-01,0,0,0,0,10,0.0,0.0,8542.857142857143,59800.0,7942.857142857143,117700.0,117700.0,97900.0
2025-01-22,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,22,1,2025,4,2025-01,0,0,0,0,9,0.0,0.0,8542.857142857143,59800.0,7942.857142857143,117700.0,117700.0,85500.0
2025-01-23,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,23,1,2025,4,2025-01,0,0,0,0,8,0.0,0.0,8542.857142857143,59800.0,6264.285714285715,117700.0,117700.0,113300.0
2025-01-24,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,24,1,2025,4,2025-01,0,0,0,0,7,0.0,0.0,8542.857142857143,59800.0,4271.428571428572,117700.0,117700.0,85500.0
2025-01-25,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,25,1,2025,4,2025-01,1,0,0,0,6,0.0,13900.0,8542.857142857143,59800.0,4271.428571428572,117700.0,117700.0,85500.0
2025-01-26,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,26,1,2025,4,2025-01,1,0,0,0,5,0.0,45900.0,6557.142857142857,45900.0,4271.428571428572,117700.0,117700.0,90500.0
2025-01-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,27,1,2025,5,2025-01,0,0,0,0,4,0.0,0.0,0.0,0.0,4271.428571428572,117700.0,117700.0,90500.0
2025-01-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,28,1,2025,5,2025-01,0,0,0,0,3,0.0,0.0,0.0,0.0,4271.428571428572,117700.0,117700.0,90500.0
2025-01-29,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,29,1,2025,5,2025-01,0,0,0,0,2,0.0,0.0,0.0,0.0,4271.428571428572,117700.0,117700.0,90500.0
2025-01-30,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,30,1,2025,5,2025-01,0,0,0,0,1,0.0,0.0,0.0,0.0,4271.428571428572,117700.0,117700.0,94000.0
2025-01-31,Kebutuhan Rumah & Mandi,17900.0,1.0,17900.0,4,31,1,2025,5,2025-01,0,0,0,1,0,0.0,0.0,0.0,0.0,4271.428571428572,117700.0,117700.0,108400.0
2025-02-01,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,1,2,2025,5,2025-02,1,1,1,0,27,17900.0,0.0,2557.1428571428573,17900.0,5550.0,135600.0,0.0,2085028.0
2025-02-02,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,2,2,2025,5,2025-02,1,1,0,0,26,0.0,0.0,2557.1428571428573,17900.0,4557.142857142857,135600.0,0.0,90500.0
2025-02-03,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,3,2,2025,6,2025-02,0,1,0,0,25,0.0,0.0,2557.1428571428573,17900.0,1278.5714285714287,135600.0,0.0,98000.0
2025-02-04,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,4,2,2025,6,2025-02,0,0,0,0,24,0.0,0.0,2557.1428571428573,17900.0,1278.5714285714287,135600.0,0.0,90500.0
2025-02-05,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,5,2,2025,6,2025-02,0,0,0,0,23,0.0,0.0,2557.1428571428573,17900.0,1278.5714285714287,135600.0,0.0,118900.0
2025-02-06,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,6,2,2025,6,2025-02,0,0,0,0,22,0.0,0.0,2557.1428571428573,17900.0,1278.5714285714287,129100.0,0.0,90500.0
2025-02-07,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,7,2,2025,6,2025-02,0,0,0,0,21,0.0,17900.0,2557.1428571428573,17900.0,1278.5714285714287,129100.0,0.0,90500.0
2025-02-08,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,8,2,2025,6,2025-02,1,0,0,0,20,0.0,0.0,0.0,0.0,1278.5714285714287,105600.0,0.0,104700.0
2025-02-09,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,9,2,2025,6,2025-02,1,0,0,0,19,0.0,0.0,0.0,0.0,1278.5714285714287,77700.0,0.0,106900.0
2025-02-10,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,10,2,2025,7,2025-02,0,0,0,0,18,0.0,0.0,0.0,0.0,1278.5714285714287,77700.0,0.0,140400.0
2025-02-11,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,11,2,2025,7,2025-02,0,0,0,0,17,0.0,0.0,0.0,0.0,1278.5714285714287,77700.0,0.0,115500.0
2025-02-12,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,12,2,2025,7,2025-02,0,0,0,0,16,0.0,0.0,0.0,0.0,1278.5714285714287,77700.0,0.0,135400.0
2025-02-13,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,13,2,2025,7,2025-02,0,0,0,0,15,0.0,0.0,0.0,0.0,1278.5714285714287,77700.0,0.0,98000.0
2025-02-14,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,14,2,2025,7,2025-02,0,0,0,0,14,0.0,0.0,0.0,0.0,1278.5714285714287,77700.0,0.0,97500.0
2025-02-15,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,15,2,2025,7,2025-02,1,0,0,0,13,0.0,0.0,0.0,0.0,0.0,77700.0,0.0,106200.0
2025-02-16,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,16,2,2025,7,2025-02,1,0,0,0,12,0.0,0.0,0.0,0.0,0.0,77700.0,0.0,111700.0
2025-02-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,17,2,2025,8,2025-02,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,77700.0,0.0,93200.0
2025-02-18,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,18,2,2025,8,2025-02,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,63800.0,0.0,228400.0
2025-02-19,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,19,2,2025,8,2025-02,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,17900.0,0.0,99000.0
2025-02-20,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,20,2,2025,8,2025-02,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,17900.0,0.0,115500.0
2025-02-21,Kebutuhan Rumah & Mandi,72000.0,1.0,72000.0,4,21,2,2025,8,2025-02,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,17900.0,0.0,162500.0
2025-02-22,Kebutuhan Rumah & Mandi,25000.0,1.0,25000.0,5,22,2,2025,8,2025-02,1,0,0,0,6,72000.0,0.0,10285.714285714286,72000.0,5142.857142857143,89900.0,72000.0,121500.0
2025-02-23,Kebutuhan Rumah & Mandi,15000.0,1.0,15000.0,6,23,2,2025,8,2025-02,1,0,0,0,5,25000.0,0.0,13857.142857142857,97000.0,6928.571428571428,114900.0,97000.0,130900.0
2025-02-24,Kebutuhan Rumah & Mandi,56900.0,1.0,56900.0,0,24,2,2025,9,2025-02,0,0,0,0,4,15000.0,0.0,16000.0,112000.0,8000.0,129900.0,112000.0,154900.0
2025-02-25,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,25,2,2025,9,2025-02,0,0,0,0,3,56900.0,0.0,24128.571428571428,168900.0,12064.285714285714,186800.0,168900.0,90500.0
2025-02-26,Kebutuhan Rumah & Mandi,13900.0,1.0,13900.0,2,26,2,2025,9,2025-02,0,0,0,0,2,0.0,0.0,24128.571428571428,168900.0,12064.285714285714,186800.0,168900.0,116900.0
2025-02-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,27,2,2025,9,2025-02,0,0,0,0,1,13900.0,0.0,26114.285714285714,182800.0,13057.142857142857,200700.0,182800.0,107500.0
2025-02-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,28,2,2025,9,2025-02,0,0,0,1,0,0.0,72000.0,26114.285714285714,182800.0,13057.142857142857,200700.0,182800.0,85500.0
2025-03-01,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,1,3,2025,9,2025-03,1,1,1,0,30,0.0,25000.0,15828.57142857143,110800.0,13057.142857142857,200700.0,0.0,2059528.0
2025-03-02,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,2,3,2025,9,2025-03,1,1,0,0,29,0.0,15000.0,12257.142857142857,85800.0,13057.142857142857,200700.0,0.0,105500.0
2025-03-03,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,3,3,2025,10,2025-03,0,1,0,0,28,0.0,56900.0,10114.285714285714,70800.0,13057.142857142857,182800.0,0.0,85500.0
2025-03-04,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,4,3,2025,10,2025-03,0,0,0,0,27,0.0,0.0,1985.7142857142858,13900.0,13057.142857142857,182800.0,0.0,93000.0
2025-03-05,Kebutuhan Rumah & Mandi,23000.0,1.0,23000.0,2,5,3,2025,10,2025-03,0,0,0,0,26,0.0,13900.0,1985.7142857142858,13900.0,13057.142857142857,182800.0,0.0,146000.0
2025-03-06,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,6,3,2025,10,2025-03,0,0,0,0,25,23000.0,0.0,3285.714285714286,23000.0,14700.0,205800.0,23000.0,93200.0
2025-03-07,Kebutuhan Rumah & Mandi,37000.0,1.0,37000.0,4,7,3,2025,10,2025-03,0,0,0,0,24,0.0,0.0,3285.714285714286,23000.0,14700.0,205800.0,23000.0,160000.0
2025-03-08,Kebutuhan Rumah & Mandi,27400.0,1.0,27400.0,5,8,3,2025,10,2025-03,1,0,0,0,23,37000.0,0.0,8571.42857142857,60000.0,12200.0,242800.0,60000.0,125400.0
2025-03-09,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,9,3,2025,10,2025-03,1,0,0,0,22,27400.0,0.0,12485.714285714286,87400.0,12371.42857142857,270200.0,87400.0,98600.0
2025-03-10,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,10,3,2025,11,2025-03,0,0,0,0,21,0.0,0.0,12485.714285714286,87400.0,11300.0,270200.0,87400.0,98800.0
2025-03-11,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,11,3,2025,11,2025-03,0,0,0,0,20,0.0,0.0,12485.714285714286,87400.0,7235.714285714285,270200.0,87400.0,100500.0
2025-03-12,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,12,3,2025,11,2025-03,0,0,0,0,19,0.0,23000.0,12485.714285714286,87400.0,7235.714285714285,270200.0,87400.0,100400.0
2025-03-13,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,13,3,2025,11,2025-03,0,0,0,0,18,0.0,0.0,9200.0,64400.0,6242.857142857143,270200.0,87400.0,120500.0
2025-03-14,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,14,3,2025,11,2025-03,0,0,0,0,17,0.0,37000.0,9200.0,64400.0,6242.857142857143,270200.0,87400.0,90500.0
2025-03-15,Kebutuhan Rumah & Mandi,99000.0,1.0,99000.0,5,15,3,2025,11,2025-03,1,0,0,0,16,0.0,27400.0,3914.285714285714,27400.0,6242.857142857143,270200.0,87400.0,189500.0
2025-03-16,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,16,3,2025,11,2025-03,1,0,0,0,15,99000.0,0.0,14142.857142857143,99000.0,13314.285714285714,369200.0,186400.0,126400.0
2025-03-17,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,17,3,2025,12,2025-03,0,0,0,0,14,0.0,0.0,14142.857142857143,99000.0,13314.285714285714,369200.0,186400.0,90500.0
2025-03-18,Kebutuhan Rumah & Mandi,49900.0,1.0,49900.0,1,18,3,2025,12,2025-03,0,0,0,0,13,0.0,0.0,14142.857142857143,99000.0,13314.285714285714,369200.0,186400.0,140400.0
2025-03-19,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,19,3,2025,12,2025-03,0,0,0,0,12,49900.0,0.0,21271.428571428572,148900.0,16878.571428571428,419100.0,236300.0,85500.0
2025-03-20,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,20,3,2025,12,2025-03,0,0,0,0,11,0.0,0.0,21271.428571428572,148900.0,15235.714285714286,419100.0,236300.0,93400.0
2025-03-21,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,21,3,2025,12,2025-03,0,0,0,0,10,0.0,0.0,21271.428571428572,148900.0,15235.714285714286,419100.0,236300.0,131400.0
2025-03-22,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,22,3,2025,12,2025-03,1,0,0,0,9,0.0,99000.0,21271.428571428572,148900.0,12592.857142857143,419100.0,236300.0,99400.0
2025-03-23,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,6,23,3,2025,12,2025-03,1,0,0,0,8,0.0,0.0,7128.571428571428,49900.0,10635.714285714286,419100.0,236300.0,105400.0
2025-03-24,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,24,3,2025,13,2025-03,0,0,0,0,7,0.0,0.0,7128.571428571428,49900.0,10635.714285714286,347100.0,236300.0,120500.0
2025-03-25,Kebutuhan Rumah & Mandi,28000.0,1.0,28000.0,1,25,3,2025,13,2025-03,0,0,0,0,6,0.0,49900.0,7128.571428571428,49900.0,10635.714285714286,322100.0,236300.0,155000.0
2025-03-26,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,26,3,2025,13,2025-03,0,0,0,0,5,28000.0,0.0,4000.0,28000.0,12635.714285714286,335100.0,264300.0,111400.0
2025-03-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,3,27,3,2025,13,2025-03,0,0,0,0,4,0.0,0.0,4000.0,28000.0,12635.714285714286,278200.0,264300.0,98000.0
2025-03-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,4,28,3,2025,13,2025-03,0,0,0,0,3,0.0,0.0,4000.0,28000.0,12635.714285714286,278200.0,264300.0,106400.0
2025-03-29,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,5,29,3,2025,13,2025-03,1,0,0,0,2,0.0,0.0,4000.0,28000.0,12635.714285714286,264300.0,264300.0,108600.0
2025-03-30,Kebutuhan Rumah & Mandi,9900.0,1.0,9900.0,6,30,3,2025,13,2025-03,1,0,0,0,1,0.0,0.0,4000.0,28000.0,5564.285714285715,264300.0,264300.0,133100.0
2025-03-31,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,0,31,3,2025,14,2025-03,0,0,0,1,0,9900.0,0.0,5414.285714285715,37900.0,6271.428571428572,274200.0,274200.0,108400.0
2025-04-01,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,1,1,4,2025,14,2025-04,0,1,1,0,29,0.0,28000.0,5414.285714285715,37900.0,6271.428571428572,274200.0,0.0,2053028.0
2025-04-02,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,2,2,4,2025,14,2025-04,0,1,0,0,28,0.0,0.0,1414.2857142857142,9900.0,2707.1428571428573,274200.0,0.0,90500.0
