date,master_category,target_daily_category_amount,transaction_count,avg_transaction_amount,daily_total_amount,category_share_of_day,day_of_week,day_of_month,month,week_of_year,year_month,is_weekend,is_payday,is_month_start,is_month_end,days_until_month_end,amount_lag_1,amount_lag_7,rolling_mean_7,rolling_sum_7,month_to_date_amount_before_today
2025-05-22,Kebutuhan Rumah & Mandi,17900.0,1.0,17900.0,106700.0,0.16776007497656983,3,22,5,21,2025-05,0,0,0,0,9,29900.0,0.0,4271.428571428572,29900.0,424300.0
2025-05-23,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,23,5,21,2025-05,0,0,0,0,8,17900.0,0.0,6828.571428571428,47800.0,442200.0
2025-05-24,Kebutuhan Rumah & Mandi,18900.0,1.0,18900.0,107700.0,0.17548746518105848,5,24,5,21,2025-05,1,0,0,0,7,0.0,0.0,6828.571428571428,47800.0,442200.0
2025-05-25,Kebutuhan Rumah & Mandi,6000.0,1.0,6000.0,94800.0,0.06329113924050633,6,25,5,21,2025-05,1,0,0,0,6,18900.0,0.0,9528.57142857143,66700.0,461100.0
2025-05-26,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,26,5,22,2025-05,0,0,0,0,5,6000.0,0.0,10385.714285714286,72700.0,467100.0
2025-05-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,27,5,22,2025-05,0,0,0,0,4,0.0,0.0,10385.714285714286,72700.0,467100.0
2025-05-28,Kebutuhan Rumah & Mandi,9900.0,1.0,9900.0,98700.0,0.10030395136778116,2,28,5,22,2025-05,0,0,0,0,3,0.0,29900.0,10385.714285714286,72700.0,467100.0
2025-05-29,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,29,5,22,2025-05,0,0,0,0,2,9900.0,17900.0,7528.571428571428,52700.0,477000.0
2025-05-30,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,30,5,22,2025-05,0,0,0,0,1,0.0,0.0,4971.428571428572,34800.0,477000.0
2025-05-31,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,31,5,22,2025-05,1,0,0,1,0,0.0,18900.0,4971.428571428572,34800.0,477000.0
2025-06-01,Kebutuhan Rumah & Mandi,137000.0,1.0,137000.0,1830367.0,0.07484837740190901,6,1,6,22,2025-06,1,1,1,0,29,0.0,6000.0,2271.4285714285716,15900.0,0.0
2025-06-02,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,2,6,23,2025-06,0,1,0,0,28,137000.0,0.0,20985.714285714286,146900.0,137000.0
2025-06-03,Kebutuhan Rumah & Mandi,32400.0,1.0,32400.0,121200.0,0.26732673267326734,1,3,6,23,2025-06,0,1,0,0,27,0.0,0.0,20985.714285714286,146900.0,137000.0
2025-06-04,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,109300.0,0.0,2,4,6,23,2025-06,0,0,0,0,26,32400.0,9900.0,25614.285714285714,179300.0,169400.0
2025-06-05,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,3,5,6,23,2025-06,0,0,0,0,25,0.0,0.0,24200.0,169400.0,169400.0
2025-06-06,Kebutuhan Rumah & Mandi,18100.0,1.0,18100.0,106900.0,0.16931711880261927,4,6,6,23,2025-06,0,0,0,0,24,0.0,0.0,24200.0,169400.0,169400.0
2025-06-07,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,96700.0,0.0,5,7,6,23,2025-06,1,0,0,0,23,18100.0,0.0,26785.714285714286,187500.0,187500.0
2025-06-08,Kebutuhan Rumah & Mandi,37000.0,1.0,37000.0,125800.0,0.29411764705882354,6,8,6,23,2025-06,1,0,0,0,22,0.0,137000.0,26785.714285714286,187500.0,187500.0
2025-06-09,Kebutuhan Rumah & Mandi,14700.0,1.0,14700.0,103500.0,0.14202898550724638,0,9,6,24,2025-06,0,0,0,0,21,37000.0,0.0,12500.0,87500.0,224500.0
2025-06-10,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,1,10,6,24,2025-06,0,0,0,0,20,14700.0,32400.0,14600.0,102200.0,239200.0
2025-06-11,Kebutuhan Rumah & Mandi,36900.0,1.0,36900.0,147400.0,0.2503392130257802,2,11,6,24,2025-06,0,0,0,0,19,0.0,0.0,9971.42857142857,69800.0,239200.0
2025-06-12,Kebutuhan Rumah & Mandi,24900.0,1.0,24900.0,113700.0,0.21899736147757257,3,12,6,24,2025-06,0,0,0,0,18,36900.0,0.0,15242.857142857143,106700.0,276100.0
2025-06-13,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,123500.0,0.0,4,13,6,24,2025-06,0,0,0,0,17,24900.0,18100.0,18800.0,131600.0,301000.0
2025-06-14,Kebutuhan Rumah & Mandi,18900.0,1.0,18900.0,107700.0,0.17548746518105848,5,14,6,24,2025-06,1,0,0,0,16,0.0,0.0,16214.285714285714,113500.0,301000.0
2025-06-15,Kebutuhan Rumah & Mandi,45000.0,1.0,45000.0,133800.0,0.336322869955157,6,15,6,24,2025-06,1,0,0,0,15,18900.0,37000.0,18914.285714285714,132400.0,319900.0
2025-06-16,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,16,6,25,2025-06,0,0,0,0,14,45000.0,14700.0,20057.14285714286,140400.0,364900.0
2025-06-17,Kebutuhan Rumah & Mandi,11900.0,1.0,11900.0,100700.0,0.11817279046673287,1,17,6,25,2025-06,0,0,0,0,13,0.0,0.0,17957.14285714286,125700.0,364900.0
2025-06-18,Kebutuhan Rumah & Mandi,17500.0,1.0,17500.0,106300.0,0.16462841015992474,2,18,6,25,2025-06,0,0,0,0,12,11900.0,36900.0,19657.14285714286,137600.0,376800.0
2025-06-19,Kebutuhan Rumah & Mandi,53500.0,1.0,53500.0,149100.0,0.35881958417169685,3,19,6,25,2025-06,0,0,0,0,11,17500.0,24900.0,16885.714285714286,118200.0,394300.0
2025-06-20,Kebutuhan Rumah & Mandi,43200.0,1.0,43200.0,132000.0,0.32727272727272727,4,20,6,25,2025-06,0,0,0,0,10,53500.0,0.0,20971.428571428572,146800.0,447800.0
2025-06-21,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,21,6,25,2025-06,1,0,0,0,9,43200.0,18900.0,27142.85714285714,190000.0,491000.0
2025-06-22,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,22,6,25,2025-06,1,0,0,0,8,0.0,45000.0,24442.85714285714,171100.0,491000.0
2025-06-23,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,0,23,6,26,2025-06,0,0,0,0,7,0.0,0.0,18014.285714285714,126100.0,491000.0
2025-06-24,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,97700.0,0.0,1,24,6,26,2025-06,0,0,0,0,6,0.0,11900.0,18014.285714285714,126100.0,491000.0
2025-06-25,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,2,25,6,26,2025-06,0,0,0,0,5,0.0,17500.0,16314.285714285714,114200.0,491000.0
2025-06-26,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,124700.0,0.0,3,26,6,26,2025-06,0,0,0,0,4,0.0,53500.0,13814.285714285714,96700.0,491000.0
2025-06-27,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,4,27,6,26,2025-06,0,0,0,0,3,0.0,43200.0,6171.428571428572,43200.0,491000.0
2025-06-28,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,5,28,6,26,2025-06,1,0,0,0,2,0.0,0.0,0.0,0.0,491000.0
2025-06-29,Kebutuhan Rumah & Mandi,0.0,0.0,0.0,88800.0,0.0,6,29,6,26,2025-06,1,0,0,0,1,0.0,0.0,0.0,0.0,491000.0
2025-01-01,Lain-lain & Darurat,0.0,0.0,0.0,1685067.0,0.0,2,1,1,1,2025-01,0,1,1,0,30,0.0,0.0,0.0,0.0,0.0
2025-01-02,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,3,2,1,1,2025-01,0,1,0,0,29,0.0,0.0,0.0,0.0,0.0
2025-01-03,Lain-lain & Darurat,0.0,0.0,0.0,109800.0,0.0,4,3,1,1,2025-01,0,1,0,0,28,0.0,0.0,0.0,0.0,0.0
2025-01-04,Lain-lain & Darurat,0.0,0.0,0.0,102700.0,0.0,5,4,1,1,2025-01,1,0,0,0,27,0.0,0.0,0.0,0.0,0.0
2025-01-05,Lain-lain & Darurat,0.0,0.0,0.0,114500.0,0.0,6,5,1,1,2025-01,1,0,0,0,26,0.0,0.0,0.0,0.0,0.0
2025-01-06,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,6,1,2,2025-01,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0
2025-01-07,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,1,7,1,2,2025-01,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0
2025-01-08,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,2,8,1,2,2025-01,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0
2025-01-09,Lain-lain & Darurat,9900.0,1.0,9900.0,98700.0,0.10030395136778116,3,9,1,2,2025-01,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0
2025-01-10,Lain-lain & Darurat,0.0,0.0,0.0,126700.0,0.0,4,10,1,2,2025-01,0,0,0,0,21,9900.0,0.0,1414.2857142857142,9900.0,9900.0
2025-01-11,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,5,11,1,2,2025-01,1,0,0,0,20,0.0,0.0,1414.2857142857142,9900.0,9900.0
2025-01-12,Lain-lain & Darurat,0.0,0.0,0.0,115000.0,0.0,6,12,1,2,2025-01,1,0,0,0,19,0.0,0.0,1414.2857142857142,9900.0,9900.0
2025-01-13,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,13,1,3,2025-01,0,0,0,0,18,0.0,0.0,1414.2857142857142,9900.0,9900.0
2025-01-14,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,1,14,1,3,2025-01,0,0,0,0,17,0.0,0.0,1414.2857142857142,9900.0,9900.0
2025-01-15,Lain-lain & Darurat,0.0,0.0,0.0,103700.0,0.0,2,15,1,3,2025-01,0,0,0,0,16,0.0,0.0,1414.2857142857142,9900.0,9900.0
2025-01-16,Lain-lain & Darurat,8900.0,1.0,8900.0,97700.0,0.09109518935516889,3,16,1,3,2025-01,0,0,0,0,15,0.0,9900.0,1414.2857142857142,9900.0,9900.0
2025-01-17,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,4,17,1,3,2025-01,0,0,0,0,14,8900.0,0.0,1271.4285714285713,8900.0,18800.0
2025-01-18,Lain-lain & Darurat,0.0,0.0,0.0,127800.0,0.0,5,18,1,3,2025-01,1,0,0,0,13,0.0,0.0,1271.4285714285713,8900.0,18800.0
2025-01-19,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,6,19,1,3,2025-01,1,0,0,0,12,0.0,0.0,1271.4285714285713,8900.0,18800.0
2025-01-20,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,20,1,4,2025-01,0,0,0,0,11,0.0,0.0,1271.4285714285713,8900.0,18800.0
2025-01-21,Lain-lain & Darurat,17000.0,1.0,17000.0,105800.0,0.16068052930056712,1,21,1,4,2025-01,0,0,0,0,10,0.0,0.0,1271.4285714285713,8900.0,18800.0
2025-01-22,Lain-lain & Darurat,0.0,0.0,0.0,114300.0,0.0,2,22,1,4,2025-01,0,0,0,0,9,17000.0,0.0,3700.0,25900.0,35800.0
2025-01-23,Lain-lain & Darurat,0.0,0.0,0.0,108700.0,0.0,3,23,1,4,2025-01,0,0,0,0,8,0.0,8900.0,3700.0,25900.0,35800.0
2025-01-24,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,4,24,1,4,2025-01,0,0,0,0,7,0.0,0.0,2428.5714285714284,17000.0,35800.0
2025-01-25,Lain-lain & Darurat,42000.0,1.0,42000.0,140700.0,0.29850746268656714,5,25,1,4,2025-01,1,0,0,0,6,0.0,0.0,2428.5714285714284,17000.0,35800.0
2025-01-26,Lain-lain & Darurat,0.0,0.0,0.0,153800.0,0.0,6,26,1,4,2025-01,1,0,0,0,5,42000.0,0.0,8428.57142857143,59000.0,77800.0
2025-01-27,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,27,1,5,2025-01,0,0,0,0,4,0.0,0.0,8428.57142857143,59000.0,77800.0
2025-01-28,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,1,28,1,5,2025-01,0,0,0,0,3,0.0,17000.0,8428.57142857143,59000.0,77800.0
2025-01-29,Lain-lain & Darurat,14900.0,1.0,14900.0,103700.0,0.14368370298939248,2,29,1,5,2025-01,0,0,0,0,2,0.0,0.0,6000.0,42000.0,77800.0
2025-01-30,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,3,30,1,5,2025-01,0,0,0,0,1,14900.0,0.0,8128.571428571428,56900.0,92700.0
2025-01-31,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,4,31,1,5,2025-01,0,0,0,1,0,0.0,0.0,8128.571428571428,56900.0,92700.0
2025-02-01,Lain-lain & Darurat,0.0,0.0,0.0,1685067.0,0.0,5,1,2,5,2025-02,1,1,1,0,27,0.0,42000.0,8128.571428571428,56900.0,0.0
2025-02-02,Lain-lain & Darurat,0.0,0.0,0.0,104700.0,0.0,6,2,2,5,2025-02,1,1,0,0,26,0.0,0.0,2128.5714285714284,14900.0,0.0
2025-02-03,Lain-lain & Darurat,4900.0,1.0,4900.0,93700.0,0.052294557097118465,0,3,2,6,2025-02,0,1,0,0,25,0.0,0.0,2128.5714285714284,14900.0,0.0
2025-02-04,Lain-lain & Darurat,0.0,0.0,0.0,158800.0,0.0,1,4,2,6,2025-02,0,0,0,0,24,4900.0,0.0,2828.5714285714284,19800.0,4900.0
2025-02-05,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,2,5,2,6,2025-02,0,0,0,0,23,0.0,14900.0,2828.5714285714284,19800.0,4900.0
2025-02-06,Lain-lain & Darurat,16900.0,1.0,16900.0,125600.0,0.13455414012738853,3,6,2,6,2025-02,0,0,0,0,22,0.0,0.0,700.0,4900.0,4900.0
2025-02-07,Lain-lain & Darurat,0.0,0.0,0.0,95700.0,0.0,4,7,2,6,2025-02,0,0,0,0,21,16900.0,0.0,3114.285714285714,21800.0,21800.0
2025-02-08,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,5,8,2,6,2025-02,1,0,0,0,20,0.0,0.0,3114.285714285714,21800.0,21800.0
2025-02-09,Lain-lain & Darurat,0.0,0.0,0.0,97000.0,0.0,6,9,2,6,2025-02,1,0,0,0,19,0.0,0.0,3114.285714285714,21800.0,21800.0
2025-02-10,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,10,2,7,2025-02,0,0,0,0,18,0.0,4900.0,3114.285714285714,21800.0,21800.0
2025-02-11,Lain-lain & Darurat,0.0,0.0,0.0,103700.0,0.0,1,11,2,7,2025-02,0,0,0,0,17,0.0,0.0,2414.285714285714,16900.0,21800.0
2025-02-12,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,2,12,2,7,2025-02,0,0,0,0,16,0.0,0.0,2414.285714285714,16900.0,21800.0
2025-02-13,Lain-lain & Darurat,35000.0,1.0,35000.0,152800.0,0.22905759162303665,3,13,2,7,2025-02,0,0,0,0,15,0.0,16900.0,2414.285714285714,16900.0,21800.0
2025-02-14,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,4,14,2,7,2025-02,0,0,0,0,14,35000.0,0.0,5000.0,35000.0,56800.0
2025-02-15,Lain-lain & Darurat,0.0,0.0,0.0,106700.0,0.0,5,15,2,7,2025-02,1,0,0,0,13,0.0,0.0,5000.0,35000.0,56800.0
2025-02-16,Lain-lain & Darurat,0.0,0.0,0.0,134300.0,0.0,6,16,2,7,2025-02,1,0,0,0,12,0.0,0.0,5000.0,35000.0,56800.0
2025-02-17,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,17,2,8,2025-02,0,0,0,0,11,0.0,0.0,5000.0,35000.0,56800.0
2025-02-18,Lain-lain & Darurat,0.0,0.0,0.0,114600.0,0.0,1,18,2,8,2025-02,0,0,0,0,10,0.0,0.0,5000.0,35000.0,56800.0
2025-02-19,Lain-lain & Darurat,0.0,0.0,0.0,103700.0,0.0,2,19,2,8,2025-02,0,0,0,0,9,0.0,0.0,5000.0,35000.0,56800.0
2025-02-20,Lain-lain & Darurat,0.0,0.0,0.0,149700.0,0.0,3,20,2,8,2025-02,0,0,0,0,8,0.0,35000.0,5000.0,35000.0,56800.0
2025-02-21,Lain-lain & Darurat,15900.0,1.0,15900.0,104700.0,0.1518624641833811,4,21,2,8,2025-02,0,0,0,0,7,0.0,0.0,0.0,0.0,56800.0
2025-02-22,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,5,22,2,8,2025-02,1,0,0,0,6,15900.0,0.0,2271.4285714285716,15900.0,72700.0
2025-02-23,Lain-lain & Darurat,37500.0,1.0,37500.0,134200.0,0.27943368107302535,6,23,2,8,2025-02,1,0,0,0,5,0.0,0.0,2271.4285714285716,15900.0,72700.0
2025-02-24,Lain-lain & Darurat,17500.0,1.0,17500.0,112000.0,0.15625,0,24,2,9,2025-02,0,0,0,0,4,37500.0,0.0,7628.571428571428,53400.0,110200.0
2025-02-25,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,1,25,2,9,2025-02,0,0,0,0,3,17500.0,0.0,10128.57142857143,70900.0,127700.0
2025-02-26,Lain-lain & Darurat,0.0,0.0,0.0,159700.0,0.0,2,26,2,9,2025-02,0,0,0,0,2,0.0,0.0,10128.57142857143,70900.0,127700.0
2025-02-27,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,3,27,2,9,2025-02,0,0,0,0,1,0.0,0.0,10128.57142857143,70900.0,127700.0
2025-02-28,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,4,28,2,9,2025-02,0,0,0,1,0,0.0,15900.0,10128.57142857143,70900.0,127700.0
2025-03-01,Lain-lain & Darurat,8000.0,1.0,8000.0,1693067.0,0.004725152637196283,5,1,3,9,2025-03,1,1,1,0,30,0.0,0.0,7857.142857142857,55000.0,0.0
2025-03-02,Lain-lain & Darurat,10000.0,1.0,10000.0,378700.0,0.026406126221283337,6,2,3,9,2025-03,1,1,0,0,29,8000.0,37500.0,9000.0,63000.0,8000.0
2025-03-03,Lain-lain & Darurat,8700.0,1.0,8700.0,97500.0,0.08923076923076922,0,3,3,10,2025-03,0,1,0,0,28,10000.0,17500.0,5071.428571428572,35500.0,18000.0
2025-03-04,Lain-lain & Darurat,0.0,0.0,0.0,106300.0,0.0,1,4,3,10,2025-03,0,0,0,0,27,8700.0,0.0,3814.285714285714,26700.0,26700.0
2025-03-05,Lain-lain & Darurat,0.0,0.0,0.0,117800.0,0.0,2,5,3,10,2025-03,0,0,0,0,26,0.0,0.0,3814.285714285714,26700.0,26700.0
2025-03-06,Lain-lain & Darurat,5600.0,1.0,5600.0,94400.0,0.059322033898305086,3,6,3,10,2025-03,0,0,0,0,25,0.0,0.0,3814.285714285714,26700.0,26700.0
2025-03-07,Lain-lain & Darurat,0.0,0.0,0.0,115800.0,0.0,4,7,3,10,2025-03,0,0,0,0,24,5600.0,0.0,4614.285714285715,32300.0,32300.0
2025-03-08,Lain-lain & Darurat,10900.0,1.0,10900.0,99700.0,0.10932798395185557,5,8,3,10,2025-03,1,0,0,0,23,0.0,8000.0,4614.285714285715,32300.0,32300.0
2025-03-09,Lain-lain & Darurat,27200.0,1.0,27200.0,116000.0,0.23448275862068965,6,9,3,10,2025-03,1,0,0,0,22,10900.0,10000.0,5028.571428571428,35200.0,43200.0
2025-03-10,Lain-lain & Darurat,0.0,0.0,0.0,104800.0,0.0,0,10,3,11,2025-03,0,0,0,0,21,27200.0,8700.0,7485.714285714285,52400.0,70400.0
2025-03-11,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,1,11,3,11,2025-03,0,0,0,0,20,0.0,0.0,6242.857142857143,43700.0,70400.0
2025-03-12,Lain-lain & Darurat,24900.0,1.0,24900.0,113700.0,0.21899736147757257,2,12,3,11,2025-03,0,0,0,0,19,0.0,0.0,6242.857142857143,43700.0,70400.0
2025-03-13,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,3,13,3,11,2025-03,0,0,0,0,18,24900.0,5600.0,9800.0,68600.0,95300.0
2025-03-14,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,4,14,3,11,2025-03,0,0,0,0,17,0.0,0.0,9000.0,63000.0,95300.0
2025-03-15,Lain-lain & Darurat,0.0,0.0,0.0,97700.0,0.0,5,15,3,11,2025-03,1,0,0,0,16,0.0,10900.0,9000.0,63000.0,95300.0
2025-03-16,Lain-lain & Darurat,0.0,0.0,0.0,118700.0,0.0,6,16,3,11,2025-03,1,0,0,0,15,0.0,27200.0,7442.857142857143,52100.0,95300.0
2025-03-17,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,17,3,12,2025-03,0,0,0,0,14,0.0,0.0,3557.1428571428573,24900.0,95300.0
2025-03-18,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,1,18,3,12,2025-03,0,0,0,0,13,0.0,0.0,3557.1428571428573,24900.0,95300.0
2025-03-19,Lain-lain & Darurat,30000.0,1.0,30000.0,118800.0,0.25252525252525254,2,19,3,12,2025-03,0,0,0,0,12,0.0,24900.0,3557.1428571428573,24900.0,95300.0
2025-03-20,Lain-lain & Darurat,0.0,0.0,0.0,108200.0,0.0,3,20,3,12,2025-03,0,0,0,0,11,30000.0,0.0,4285.714285714285,30000.0,125300.0
2025-03-21,Lain-lain & Darurat,0.0,0.0,0.0,111300.0,0.0,4,21,3,12,2025-03,0,0,0,0,10,0.0,0.0,4285.714285714285,30000.0,125300.0
2025-03-22,Lain-lain & Darurat,11200.0,1.0,11200.0,127700.0,0.08770555990602975,5,22,3,12,2025-03,1,0,0,0,9,0.0,0.0,4285.714285714285,30000.0,125300.0
2025-03-23,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,6,23,3,12,2025-03,1,0,0,0,8,11200.0,0.0,5885.714285714285,41200.0,136500.0
2025-03-24,Lain-lain & Darurat,75500.0,1.0,75500.0,164300.0,0.45952525867315885,0,24,3,13,2025-03,0,0,0,0,7,0.0,0.0,5885.714285714285,41200.0,136500.0
2025-03-25,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,1,25,3,13,2025-03,0,0,0,0,6,75500.0,0.0,16671.428571428572,116700.0,212000.0
2025-03-26,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,2,26,3,13,2025-03,0,0,0,0,5,0.0,30000.0,16671.428571428572,116700.0,212000.0
2025-03-27,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,3,27,3,13,2025-03,0,0,0,0,4,0.0,0.0,12385.714285714286,86700.0,212000.0
2025-03-28,Lain-lain & Darurat,15600.0,1.0,15600.0,104400.0,0.14942528735632185,4,28,3,13,2025-03,0,0,0,0,3,0.0,0.0,12385.714285714286,86700.0,212000.0
2025-03-29,Lain-lain & Darurat,12700.0,1.0,12700.0,101500.0,0.12512315270935961,5,29,3,13,2025-03,1,0,0,0,2,15600.0,11200.0,14614.285714285714,102300.0,227600.0
2025-03-30,Lain-lain & Darurat,19500.0,1.0,19500.0,108300.0,0.18005540166204986,6,30,3,13,2025-03,1,0,0,0,1,12700.0,0.0,14828.57142857143,103800.0,240300.0
2025-03-31,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,31,3,14,2025-03,0,0,0,1,0,19500.0,75500.0,17614.285714285714,123300.0,259800.0
2025-04-01,Lain-lain & Darurat,13500.0,1.0,13500.0,1698567.0,0.007947876062586874,1,1,4,14,2025-04,0,1,1,0,29,0.0,0.0,6828.571428571428,47800.0,0.0
2025-04-02,Lain-lain & Darurat,33800.0,1.0,33800.0,272500.0,0.12403669724770643,2,2,4,14,2025-04,0,1,0,0,28,13500.0,0.0,8757.142857142857,61300.0,13500.0
2025-04-03,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,3,3,4,14,2025-04,0,1,0,0,27,33800.0,0.0,13585.714285714286,95100.0,47300.0
2025-04-04,Lain-lain & Darurat,4900.0,1.0,4900.0,131100.0,0.03737604881769641,4,4,4,14,2025-04,0,0,0,0,26,0.0,15600.0,13585.714285714286,95100.0,47300.0
2025-04-05,Lain-lain & Darurat,0.0,0.0,0.0,210700.0,0.0,5,5,4,14,2025-04,1,0,0,0,25,4900.0,12700.0,12057.142857142857,84400.0,52200.0
2025-04-06,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,6,6,4,14,2025-04,1,0,0,0,24,0.0,19500.0,10242.857142857143,71700.0,52200.0
2025-04-07,Lain-lain & Darurat,0.0,0.0,0.0,138700.0,0.0,0,7,4,15,2025-04,0,0,0,0,23,0.0,0.0,7457.142857142857,52200.0,52200.0
2025-04-08,Lain-lain & Darurat,0.0,0.0,0.0,103300.0,0.0,1,8,4,15,2025-04,0,0,0,0,22,0.0,13500.0,7457.142857142857,52200.0,52200.0
2025-04-09,Lain-lain & Darurat,19900.0,1.0,19900.0,137700.0,0.14451706608569354,2,9,4,15,2025-04,0,0,0,0,21,0.0,33800.0,5528.571428571428,38700.0,52200.0
2025-04-10,Lain-lain & Darurat,0.0,0.0,0.0,118300.0,0.0,3,10,4,15,2025-04,0,0,0,0,20,19900.0,0.0,3542.8571428571427,24800.0,72100.0
2025-04-11,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,4,11,4,15,2025-04,0,0,0,0,19,0.0,4900.0,3542.8571428571427,24800.0,72100.0
2025-04-12,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,5,12,4,15,2025-04,1,0,0,0,18,0.0,0.0,2842.8571428571427,19900.0,72100.0
2025-04-13,Lain-lain & Darurat,49000.0,1.0,49000.0,163300.0,0.3000612369871402,6,13,4,15,2025-04,1,0,0,0,17,0.0,0.0,2842.8571428571427,19900.0,72100.0
2025-04-14,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,0,14,4,16,2025-04,0,0,0,0,16,49000.0,0.0,9842.857142857143,68900.0,121100.0
2025-04-15,Lain-lain & Darurat,7500.0,1.0,7500.0,96300.0,0.0778816199376947,1,15,4,16,2025-04,0,0,0,0,15,0.0,0.0,9842.857142857143,68900.0,121100.0
2025-04-16,Lain-lain & Darurat,0.0,0.0,0.0,108600.0,0.0,2,16,4,16,2025-04,0,0,0,0,14,7500.0,19900.0,10914.285714285714,76400.0,128600.0
2025-04-17,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,3,17,4,16,2025-04,0,0,0,0,13,0.0,0.0,8071.428571428572,56500.0,128600.0
2025-04-18,Lain-lain & Darurat,14900.0,1.0,14900.0,103700.0,0.14368370298939248,4,18,4,16,2025-04,0,0,0,0,12,0.0,0.0,8071.428571428572,56500.0,128600.0
2025-04-19,Lain-lain & Darurat,88900.0,1.0,88900.0,177700.0,0.5002813731007316,5,19,4,16,2025-04,1,0,0,0,11,14900.0,0.0,10200.0,71400.0,143500.0
2025-04-20,Lain-lain & Darurat,0.0,0.0,0.0,88800.0,0.0,6,20,4,16,2025-04,1,0,0,0,10,88900.0,49000.0,22900.0,160300.0,232400.0
