source,raw_category,raw_subcategory,product_name_raw,price,product_clean,price_missing,has_price,Master_Category,Macro_Category,raw_category_refined,drop_reason
alfagift,kebutuhan dapur,bahan masakan,Befood Slyp Super Beras Premium 5 kg,74500.0,befood slyp super beras premium 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,UN-GLU Beras M-400 5 kg,74500.0,un-glu beras m-400 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Fortune Beras Pulen Premium 5 kg,73500.0,fortune beras pulen premium 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sumo Beras Pulen Fortifikasi Kemasan Merah 5 kg,90500.0,sumo beras pulen fortifikasi kemasan merah 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,"Desaku Marinasi Bumbu Gorengan Tempe, Ikan & Ayam 100 g",14300.0,desaku marinasi bumbu gorengan tempe ikan & ayam 100 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Sambal Pedas Botol 275 ml,13900.0,indofood sambal pedas botol 275 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Saus Tiram Botol 275 ml,16000.0,royco saus tiram botol 275 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,MamaSuka Delisaos Saus Sambal Pedas Hot Lava Botol 260 ml,15500.0,mamasuka delisaos saus sambal pedas hot lava botol 260 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe BonCabe Sambal Tabur Level 30 Botol 40 g,13700.0,kobe boncabe sambal tabur level 30 botol 40 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe BonCabe Nori Sambal Tabur Level 2 20 g,13800.0,kobe boncabe nori sambal tabur level 2 20 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,bamboe Asia Bumbu Instan Tom Yum 60 g,15400.0,bamboe asia bumbu instan tom yum 60 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Asli Botol 335 ml,18700.0,abc sambal asli botol 335 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Sambal Ekstra Pedas Botol 135 ml,8100.0,indofood sambal ekstra pedas botol 135 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Sambal Ekstra Pedas Botol 330 ml,14200.0,del monte sambal ekstra pedas botol 330 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Sambal Ekstra Pedas 24 x 8 g,8300.0,del monte sambal ekstra pedas 24 x 8 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Anak Ajaib Beras Premium 5 kg,,anak ajaib beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Elephas Maximus Beras Slyp 5 kg,,elephas maximus beras slyp 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Bumbu Tabur Serbaguna Keju 25 g,,indofood bumbu tabur serbaguna keju 25 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Beras Kepala 5 kg,,alfamart beras kepala 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Happy Sweet Gula Tebu Premium Bag 1 kg,,happy sweet gula tebu premium bag 1 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Asli Bali Bumbu Rujak Botol 320 ml,,asli bali bumbu rujak botol 320 ml,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Barbekiu 240 g,,lee kum kee saus barbekiu 240 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,A'Fikri Sambal Dabu-Dabu Sagela 4 x 17 g,,a fikri sambal dabu-dabu sagela 4 x 17 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Ceu Meti Sambal Obonk Cakalang 140 g,,ceu meti sambal obonk cakalang 140 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Tiram Cap Panda Botol 510 g,,lee kum kee saus tiram cap panda botol 510 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Mawar Melati Beras SLYP Super 10 kg,,mawar melati beras slyp super 10 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,2 Jempol Beras SLYP Super 5 kg,,2 jempol beras slyp super 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Dua Merpati Beras 10 kg,,dua merpati beras 10 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Top Anak Raja Beras Pulen Pouch 5 kg,,top anak raja beras pulen pouch 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Harumas Beras Premium Pandan Wangi 10 kg,,harumas beras premium pandan wangi 10 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Raja Koki Beras Premium 5 kg,,raja koki beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,169 Beras Super Premium 5 kg,,169 beras super premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Minang Raya Beras Slyp Super 5 kg,,minang raya beras slyp super 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Candi Mulyo Beras Premium 5 kg,,candi mulyo beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Bunaken Indah Beras Premium 10 kg,,bunaken indah beras premium 10 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Jawa Raya Beras Premium 5 kg,,jawa raya beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,"Desaku Bumbu Balado 12,5 g",2800.0,desaku bumbu balado 12 5 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Saus Bumbu Kacang Serbaguna Pouch 60 g,5500.0,abc saus bumbu kacang serbaguna pouch 60 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Tepung Bumbu Ayam Goreng Renyah 900 g,18900.0,sasa tepung bumbu ayam goreng renyah 900 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Enak Eco Sambal Pecel Pedas 185 g,21200.0,enak eco sambal pecel pedas 185 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Beras Pandan Wangi 5 kg,115500.0,alfamart beras pandan wangi 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lombok Kuning Sambal Simpati Botol 140 g,,lombok kuning sambal simpati botol 140 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Beras Pulen Wangi 5 kg,,alfamart beras pulen wangi 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Raja Banjar Sambal Acan Limau 125 g,,raja banjar sambal acan limau 125 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Raja Banjar Sambal Acan Mangga 125 g,,raja banjar sambal acan mangga 125 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lawson Saus Odeng Pedas Sachet,,lawson saus odeng pedas sachet,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Ibu Tuty Bumbu Pecel Madiun 200 g,,ibu tuty bumbu pecel madiun 200 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Cap Kolam Ikan Beras Ungu 5 kg,,cap kolam ikan beras ungu 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Food Station Beras Merah 2 kg,,alfamart food station beras merah 2 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Flimrice Beras Shirataki 1 kg,183500.0,flimrice beras shirataki 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Heinz Saus Tomat Botol 325 g,15900.0,heinz saus tomat botol 325 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Koepoe Koepoe Daun Oregano Bumbu Dapur Botol 42 g,14900.0,koepoe koepoe daun oregano bumbu dapur botol 42 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Asli 1 kg,22900.0,abc sambal asli 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Extra Pedas 950 g,22900.0,abc sambal extra pedas 950 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Koepoe Koepoe Lada Hitam Bubuk Bumbu Dapur 83 g,18900.0,koepoe koepoe lada hitam bubuk bumbu dapur 83 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Fukumi Beras Porang Konjac Pouch 1 kg,188900.0,fukumi beras porang konjac pouch 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lobo Bumbu Pasta Tom Yum 30 g,10900.0,lobo bumbu pasta tom yum 30 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Dua Belibis Saus Cabai Sachet Bag 24 x 8 g,9900.0,dua belibis saus cabai sachet bag 24 x 8 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Sambal Asli Pouch 380 g,15900.0,abc sambal asli pouch 380 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Tudung Bumbu Nasi Kuning 55 g,12900.0,tudung bumbu nasi kuning 55 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Tudung Bumbu Nasi Uduk 55 g,12900.0,tudung bumbu nasi uduk 55 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Tudung Tepung Bumbu Cireng 100 g,7900.0,tudung tepung bumbu cireng 100 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Instan Opor Ayam 45 g,5500.0,royco bumbu instan opor ayam 45 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Instan Soto Ayam 40 g,5500.0,royco bumbu instan soto ayam 40 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Tiram Cap Panda Botol 255 g,24900.0,lee kum kee saus tiram cap panda botol 255 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,MamaSuka Delisaos Bumbu Pasta Instan Gochujang Pedas 200 g,15500.0,mamasuka delisaos bumbu pasta instan gochujang pedas 200 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Tiram Jamur Botol 510 ml,52900.0,lee kum kee saus tiram jamur botol 510 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kikkoman Saus Bulgogi Botol 300 g,23900.0,kikkoman saus bulgogi botol 300 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Seafood Botol 410 ml,40900.0,lee kum kee saus seafood botol 410 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Barbekiu Refill 1 kg,34900.0,del monte saus barbekiu refill 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Barbekiu Korea Refill 250 g,10900.0,del monte saus barbekiu korea refill 250 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Anak Raja Beras Pulen Pouch 1 kg,19500.0,anak raja beras pulen pouch 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Tiram Cap Panda Botol 770 g,63900.0,lee kum kee saus tiram cap panda botol 770 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Finna Saus Sambal Ekstra Pedas Botol 340 ml,13900.0,finna saus sambal ekstra pedas botol 340 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Finna Saus untuk Ayam Goreng Botol 340 ml,19000.0,finna saus untuk ayam goreng botol 340 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Maggi Seasoning Bumbu Masak Botol 100 ml,17500.0,maggi seasoning bumbu masak botol 100 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Tropicana Slim Beras Merah Organik 1 kg,49900.0,tropicana slim beras merah organik 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Tepung Bumbu Kentucky Super Crispy 850 g,25900.0,kobe tepung bumbu kentucky super crispy 850 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Mahsuri Saus Gurih Asam Manis Botol 265 g,22900.0,mahsuri saus gurih asam manis botol 265 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Tropicana Slim Extra Virgin Olive Oil 500 ml,169900.0,tropicana slim extra virgin olive oil 500 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kikkoman Saus Teriyaki Bawang Botol 300 g,21000.0,kikkoman saus teriyaki bawang botol 300 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kikkoman Saus Pedas ala Korea Gochujang Botol 300 g,23000.0,kikkoman saus pedas ala korea gochujang botol 300 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sedaap Kecap Manis Pouch 1 kg,25900.0,sedaap kecap manis pouch 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Masako Light Bumbu Kaldu Penyedap Rasa Ayam 50 g,4500.0,masako light bumbu kaldu penyedap rasa ayam 50 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Mayumi Saus Salad Buah 70 g,5900.0,mayumi saus salad buah 70 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Little Dragon Sambal Bawang Box 10 x 8 g,20900.0,little dragon sambal bawang box 10 x 8 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Little Dragon Sambal Terasi Box 10 x 8 g,20900.0,little dragon sambal terasi box 10 x 8 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Bumbu Instan Saus Kung Pao 100 g,29900.0,lee kum kee bumbu instan saus kung pao 100 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Bumbu Instan Nasi Ayam Hainan 100 g,29500.0,lee kum kee bumbu instan nasi ayam hainan 100 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kikkoman Saus Barbekiu Botol 300 g,23000.0,kikkoman saus barbekiu botol 300 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kikkoman Saus Teriyaki Lada Hitam Botol 300 g,19900.0,kikkoman saus teriyaki lada hitam botol 300 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Saus Sambal Asli Refill 950 g,21000.0,sasa saus sambal asli refill 950 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Sasa Saus Tomat Refill 950 g,18000.0,sasa saus tomat refill 950 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Anak Raja Beras Setra Ramos 5 kg,74500.0,anak raja beras setra ramos 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Saori Saus Oriental Saus Teriyaki Botol 1 L,52500.0,saori saus oriental saus teriyaki botol 1 l,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Mayumi Saus Mayones Original 1 kg,57500.0,mayumi saus mayones original 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Bumbu Aduk Nasi Bebek Hitam 3 x 20 g,6500.0,kobe bumbu aduk nasi bebek hitam 3 x 20 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kobe Bumbu Aduk Nasi Rendang 3 x 20 g,6500.0,kobe bumbu aduk nasi rendang 3 x 20 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Pasta Carbonara Jamur 180 g,17500.0,del monte saus pasta carbonara jamur 180 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Del Monte Saus Pasta Carbonara 180 g,17500.0,del monte saus pasta carbonara 180 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Tropicana Slim Beras Porang Instan 1 kg,204900.0,tropicana slim beras porang instan 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Jay's Kitchen Bumbu Bawang Putih untuk Roti 20 g,16900.0,jay s kitchen bumbu bawang putih,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Jay's Kitchen Bumbu Penyedap Serbaguna 18 g,11900.0,jay s kitchen bumbu penyedap serbaguna 18 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Uleg Sambal Terasi 500 g,35900.0,uleg sambal terasi 500 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Topi Koki Beras Fortifikasi Kristal 5 kg,116500.0,topi koki beras fortifikasi kristal 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Topi Koki Beras Fortifikasi Heritage 5 kg,137500.0,topi koki beras fortifikasi heritage 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Kaldu Penyedap Rasa Ikan 36 g,2400.0,royco bumbu kaldu penyedap rasa ikan 36 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Bumbu Instan Nasi Goreng Oriental 120 g,29500.0,lee kum kee bumbu instan nasi goreng oriental 120 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Tiram Kum Chun 510 g,36500.0,lee kum kee saus tiram kum chun 510 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,MamaSuka Delisaos Saus Pedas Ayam Korea Honey Original 320 g,17000.0,mamasuka delisaos saus pedas ayam korea honey original 320 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,MamaSuka Delisaos Saus Pedas Ayam Korea Honey Garlic 320 g,17000.0,mamasuka delisaos saus pedas ayam korea honey garlic 320 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kananori Bumbu Tabur Rumput Laut Rasa Teri 30 g,15900.0,kananori bumbu tabur rumput laut rasa teri 30 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kananori Bumbu Tabur Rumput Laut Rasa Cakalang 30 g,15900.0,kananori bumbu tabur rumput laut rasa cakalang 30 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Kananori Bumbu Tabur Rumput Laut Rasa Wijen 30 g,15900.0,kananori bumbu tabur rumput laut rasa wijen 30 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Nature Beras Cokelat Organik 1 kg,29900.0,nature beras cokelat organik 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Nature Beras Putih Organik 1 kg,29900.0,nature beras putih organik 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Nature Beras Pandan Wangi Organik 2 kg,64900.0,nature beras pandan wangi organik 2 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Lee Kum Kee Saus Cabai dengan Bawang Putih 226 g,42900.0,lee kum kee saus cabai,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Instan Rendang 45 g,5900.0,royco bumbu instan rendang 45 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Penyedap Rasa Kaldu Ayam 220 g,9400.0,royco bumbu penyedap rasa kaldu ayam 220 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Royco Bumbu Kaldu Penyedap Rasa Sapi 220 g,9400.0,royco bumbu kaldu penyedap rasa sapi 220 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Rose Brand Gula Pasir Tebu Kuning 1 kg,17500.0,rose brand gula pasir tebu kuning 1 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Racik Bumbu Spesial Soto Ayam 45 g,7200.0,indofood racik bumbu spesial soto ayam 45 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Ajinomoto Bumbu Penyedap Umami 90 g,5000.0,ajinomoto bumbu penyedap umami 90 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,bamboe Bumbu Instan Rawon 54 g,12500.0,bamboe bumbu instan rawon 54 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,MamaSuka Delisaos Saus Bulgogi Botol 260 ml,17700.0,mamasuka delisaos saus bulgogi botol 260 ml,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,ABC Saus Bumbu Kacang Serbaguna 180 g,16000.0,abc saus bumbu kacang serbaguna 180 g,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Topi Koki Beras Setra Royale 5 kg,92600.0,topi koki beras setra royale 5 kg,False,True,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Indofood Bumbu Tabur Serbaguna Barbekiu 25 g,,indofood bumbu tabur serbaguna barbekiu 25 g,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Food Station Setra Ramos Beras Premium 5 kg,,food station setra ramos beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Cap Gunung Emas Beras Kotamobagu 5 kg,,cap gunung emas beras kotamobagu 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Alfamart Beras Merah Lokal 2 kg,,alfamart beras merah lokal 2 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Bunaken Indah Beras Premium 5 kg,,bunaken indah beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Gudang Berkah Beras Kotamobagu 5 kg,,gudang berkah beras kotamobagu 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
alfagift,kebutuhan dapur,bahan masakan,Befood Punokawan Beras Premium 5 kg,,befood punokawan beras premium 5 kg,True,False,Makan & Minum Harian,NEEDS,daily food,bad_product_name
